goals_scored_avg_home,goals_scored_avg_away,goals_conceded_avg_home,goals_conceded_avg_away,shots_avg_home,shots_avg_away,shots_on_target_avg_home,shots_on_target_avg_away,possession_avg_home,possession_avg_away,rating_home,rating_away,result
1.6007380920144896,0.3163244010741243,0.5167378424359835,1.8067132328449962,7.27171705645359,11.100966277648286,2.6272097275437734,2.5991662256647783,61.23002111287085,39.89267666730361,62.96006651175596,68.76102710574166,home_win
1.779247322505082,1.6484030685383062,1.3047145236341704,1.3552196404913635,14.960382719594909,12.386512643259485,3.5227294933922164,3.6075632654697167,57.970071570659464,38.29002481176036,73.40098154963505,65.6376310953652,home_win
1.4355172867826695,1.266915800307395,0.9347205039150428,0.47813972825558715,11.041978393617025,11.856176408380774,4.334570099120119,4.779394542815526,54.79521921149705,46.690168564286424,88.4290472219331,69.33347273382377,away_win
1.0656448967456356,1.4850457758502051,1.015605474569296,2.5067556123406236,13.542762319947661,5.521129856613972,4.405229446806518,1.6897664327138437,53.652415747584854,46.61980316449368,60.590354894257494,77.49313633935901,draw
1.3271975288969666,0.28138938169514915,0.3292427760507106,0.8836270370355301,10.277966183932909,13.992379700968321,3.3620459397857108,5.177895921430655,44.77090653983147,54.44614073671086,76.95157421580139,77.29274742246392,draw
1.0050120670021228,1.080931585164742,0.754727847098396,1.5483895711684919,13.221314306017309,6.858671245976605,3.0589779973044995,2.4846642522653233,47.60566714141275,51.560172368874454,72.59630562267043,71.92319635067273,home_win
1.6360861615584632,0.9400857317610836,1.1897530352714425,1.519934209164713,8.9953964012946,5.460494183037525,2.7356621493361297,1.593078347228149,57.62388166187509,45.87292294380855,71.5783124192489,69.89105327128598,draw
2.4041291473327204,0.7814727311579982,1.6442265870468042,2.2467962971179167,11.893932901207235,7.566089907280173,3.4712793193532843,1.4770545332782594,52.87998130810356,50.19194412720442,69.40585516332823,70.80766231736048,home_win
1.3046760888692024,0.1,1.695013294704025,1.1265986987324674,14.32738317486189,9.565197973117101,4.972789595085129,3.8149070714802975,66.57838753087609,37.07349632757548,69.97244034274989,70.87570823335179,home_win
1.2277150601080358,1.0990759107177692,1.1598367625020443,2.0048538106295566,12.18029125958022,12.856365712257823,2.846856556478949,4.289611140583579,49.080602220503664,48.622065311764295,80.83296444945078,74.41058578103762,home_win
1.893905230111119,1.8383825728997145,1.105355821385515,0.9548662866091239,10.17155905758848,12.495327302753381,3.601265947915656,4.981417261072534,32.51672581494088,66.17428463729973,77.30774318149189,69.91538775048647,away_win
1.8141322048960364,1.5285986331182428,0.7846604064918301,2.0732773151013313,7.653334008866684,9.910002915766036,2.7547936924459737,1.5755410720345784,49.08079527865792,52.73017441173523,64.55772390702319,73.85167036510934,draw
